name,method,perc_diff,perc_missed_-16,perc_missed_+16,delta_coords_std,delta_pms_std,delta_plx_std
IC_2602.csv,M50,-78.1,3.4,1.5,-0.58,-0.55,-0.29
IC_2602.csv,M51,-151.8,3.4,1.5,-3.19,-0.65,-0.52
IC_2602.csv,M52,-45.3,6.8,5.9,0.14,-0.36,-0.18
IC_2602.csv,M53,-132.5,3.4,1.5,-2.99,-0.56,-0.50
IC_2602.csv,M54,-27.3,12.5,14.1,0.38,-0.32,-0.15
IC_2602.csv,M55,-138.9,3.4,1.5,-3.04,-0.63,-0.50
UPK_545.csv,M50,-50.6,9.1,13.3,0.13,-0.09,-0.15
UPK_545.csv,M51,-112.1,2.0,5.3,-0.69,-0.14,-0.17
UPK_545.csv,M52,-17.2,22.2,26.7,0.45,-0.08,-0.10
UPK_545.csv,M53,-104.6,2.0,6.7,-0.64,-0.13,-0.16
UPK_545.csv,M54,6.9,31.3,38.7,0.66,-0.04,-0.06
UPK_545.csv,M55,-118.4,2.0,6.7,-0.71,-0.15,-0.18
Collinder_132.csv,M50,-84.9,29.0,33.3,0.10,0.07,-0.00
Collinder_132.csv,M51,-193.0,22.6,20.8,-0.46,0.05,-0.02
Collinder_132.csv,M52,-45.3,43.5,33.3,0.34,0.08,-0.00
Collinder_132.csv,M53,-194.2,22.6,20.8,-0.48,0.05,-0.02
Collinder_132.csv,M54,-27.9,45.2,41.7,0.48,0.07,-0.00
Collinder_132.csv,M55,-181.4,22.6,20.8,-0.46,0.06,-0.01
RSG_8.csv,M50,-13.5,63.6,62.2,-0.08,0.22,0.04
RSG_8.csv,M51,-60.0,63.6,62.2,-0.58,0.20,0.03
RSG_8.csv,M52,11.2,64.8,63.4,0.07,0.24,0.05
RSG_8.csv,M53,-53.5,63.6,62.2,-0.55,0.21,0.03
RSG_8.csv,M54,17.6,67.0,64.6,0.12,0.24,0.05
RSG_8.csv,M55,-68.8,63.6,62.2,-0.61,0.19,0.03
UPK_495.csv,M50,-59.0,26.9,46.2,0.06,0.10,-0.00
UPK_495.csv,M51,-120.5,23.1,53.8,-0.58,0.11,-0.01
UPK_495.csv,M52,-17.9,34.6,69.2,0.26,0.11,0.00
UPK_495.csv,M53,-102.6,23.1,61.5,-0.54,0.11,-0.01
UPK_495.csv,M54,5.1,42.3,76.9,0.36,0.14,0.01
UPK_495.csv,M55,-92.3,26.9,61.5,-0.56,0.12,-0.01
UPK_585.csv,M50,7.1,22.7,50.0,-0.06,0.07,0.02
UPK_585.csv,M51,-46.4,22.7,33.3,-0.73,0.06,-0.03
UPK_585.csv,M52,3.6,22.7,33.3,0.10,0.06,0.02
UPK_585.csv,M53,-42.9,22.7,33.3,-0.71,0.06,-0.02
UPK_585.csv,M54,21.4,22.7,50.0,0.18,0.08,0.03
UPK_585.csv,M55,-53.6,22.7,33.3,-0.71,0.05,-0.02
UBC_8.csv,M50,-81.6,11.9,10.5,0.24,-0.16,-0.11
UBC_8.csv,M51,-171.8,0.0,0.0,-0.31,-0.23,-0.14
UBC_8.csv,M52,-53.4,20.2,31.6,0.35,-0.15,-0.11
UBC_8.csv,M53,-165.0,0.0,0.0,-0.27,-0.21,-0.14
UBC_8.csv,M54,-32.0,32.1,31.6,0.40,-0.16,-0.10
UBC_8.csv,M55,-164.1,0.0,0.0,-0.26,-0.22,-0.14
UPK_442.csv,M50,-88.9,11.9,8.3,0.09,-0.02,-0.02
UPK_442.csv,M51,-179.6,0.0,8.3,-0.34,-0.04,-0.03
UPK_442.csv,M52,-46.3,33.3,25.0,0.32,-0.02,-0.02
UPK_442.csv,M53,-188.9,0.0,8.3,-0.33,-0.04,-0.03
UPK_442.csv,M54,-20.4,45.2,33.3,0.46,0.01,-0.02
UPK_442.csv,M55,-175.9,0.0,8.3,-0.35,-0.03,-0.03
Gulliver_9.csv,M50,11.1,35.6,30.5,0.21,0.13,-0.02
Gulliver_9.csv,M51,-30.2,23.8,23.2,-0.28,0.12,-0.09
Gulliver_9.csv,M52,22.2,40.6,39.1,0.31,0.14,-0.02
Gulliver_9.csv,M53,-33.3,18.8,20.5,-0.25,0.11,-0.09
Gulliver_9.csv,M54,38.5,51.5,51.0,0.43,0.15,-0.00
Gulliver_9.csv,M55,-26.2,21.8,20.5,-0.21,0.11,-0.07
UPK_552.csv,M50,-13.6,17.2,20.0,0.22,-0.11,-0.07
UPK_552.csv,M51,-88.6,10.3,0.0,-0.43,-0.23,-0.20
UPK_552.csv,M52,6.8,24.1,40.0,0.38,-0.07,-0.03
UPK_552.csv,M53,-72.7,10.3,0.0,-0.40,-0.14,-0.16
UPK_552.csv,M54,15.9,27.6,40.0,0.44,-0.04,-0.00
UPK_552.csv,M55,-79.5,10.3,0.0,-0.41,-0.17,-0.20
Alessi_2.csv,M50,-13.2,18.0,18.8,0.27,0.01,-0.01
Alessi_2.csv,M51,-64.8,1.8,8.3,-0.26,-0.01,-0.04
Alessi_2.csv,M52,10.1,31.5,33.3,0.43,0.02,0.00
Alessi_2.csv,M53,-69.2,1.8,8.3,-0.26,-0.01,-0.04
Alessi_2.csv,M54,22.0,41.4,43.8,0.47,0.02,0.00
Alessi_2.csv,M55,-69.2,1.8,8.3,-0.27,-0.01,-0.04
UPK_230.csv,M50,-135.7,11.1,0.0,-0.32,-0.09,-0.08
UPK_230.csv,M51,-250.0,11.1,0.0,-0.77,-0.14,-0.10
UPK_230.csv,M52,-96.4,11.1,0.0,-0.19,-0.06,-0.08
UPK_230.csv,M53,-250.0,11.1,0.0,-0.78,-0.14,-0.11
UPK_230.csv,M54,-50.0,11.1,0.0,-0.02,-0.03,-0.07
UPK_230.csv,M55,-250.0,11.1,0.0,-0.77,-0.13,-0.11
Stock_2.csv,M50,-12.9,8.6,11.1,0.15,0.01,-0.08
Stock_2.csv,M51,-42.4,3.3,4.4,-0.53,-0.09,-0.17
Stock_2.csv,M52,6.7,21.0,26.2,0.42,0.09,-0.06
Stock_2.csv,M53,-31.8,3.3,4.9,-0.25,-0.06,-0.12
Stock_2.csv,M54,21.8,31.8,41.4,0.57,0.13,-0.05
Stock_2.csv,M55,-22.2,4.1,5.1,-0.06,-0.03,-0.10
COIN-Gaia_13.csv,M50,-44.6,14.7,14.3,0.19,-0.05,-0.01
COIN-Gaia_13.csv,M51,-120.0,3.2,2.9,-0.43,-0.07,-0.03
COIN-Gaia_13.csv,M52,-15.4,29.5,22.9,0.37,-0.05,-0.01
COIN-Gaia_13.csv,M53,-118.5,3.2,2.9,-0.42,-0.07,-0.03
COIN-Gaia_13.csv,M54,6.9,40.0,40.0,0.49,-0.04,-0.01
COIN-Gaia_13.csv,M55,-114.6,3.2,2.9,-0.40,-0.06,-0.02
ASCC_41.csv,M50,-2.4,22.5,19.2,0.27,-0.16,-0.06
ASCC_41.csv,M51,-48.0,5.6,5.8,-0.17,-0.30,-0.16
ASCC_41.csv,M52,14.6,33.8,26.9,0.39,-0.11,-0.03
ASCC_41.csv,M53,-46.3,5.6,5.8,-0.15,-0.29,-0.16
ASCC_41.csv,M54,26.8,39.4,34.6,0.46,-0.07,-0.01
ASCC_41.csv,M55,-46.3,5.6,5.8,-0.16,-0.30,-0.15
UBC_31.csv,M50,-1289.0,21.1,12.5,-0.55,-0.56,-0.22
UBC_31.csv,M51,-1620.5,10.5,12.5,-0.96,-0.57,-0.22
UBC_31.csv,M52,-1230.1,26.3,12.5,-0.49,-0.58,-0.23
UBC_31.csv,M53,-1605.5,10.5,12.5,-0.96,-0.56,-0.22
UBC_31.csv,M54,-1139.7,33.3,12.5,-0.44,-0.58,-0.23
UBC_31.csv,M55,-1604.1,10.5,12.5,-0.96,-0.56,-0.22
NGC_1039.csv,M50,-4.7,20.3,25.9,0.24,0.04,-0.00
NGC_1039.csv,M51,-35.9,8.1,7.6,-0.08,0.01,-0.05
NGC_1039.csv,M52,13.0,33.8,42.7,0.33,0.04,-0.00
NGC_1039.csv,M53,-28.8,10.8,8.6,0.03,0.02,-0.04
NGC_1039.csv,M54,26.3,44.6,49.2,0.37,0.04,-0.00
NGC_1039.csv,M55,-21.1,13.2,14.1,0.12,0.03,-0.02
ASCC_127.csv,M50,-42.7,12.5,4.3,-0.23,0.06,-0.01
ASCC_127.csv,M51,-100.9,12.5,4.3,-0.65,0.01,-0.04
ASCC_127.csv,M52,-10.3,16.7,11.6,-0.03,0.09,0.01
ASCC_127.csv,M53,-101.7,12.5,4.3,-0.64,-0.00,-0.04
ASCC_127.csv,M54,8.5,27.1,17.4,0.10,0.10,0.01
ASCC_127.csv,M55,-104.3,14.6,4.3,-0.66,-0.00,-0.04
NGC_2451A.csv,M50,1.8,22.2,24.3,0.41,-0.17,-0.21
NGC_2451A.csv,M51,-39.3,3.7,3.6,-0.13,-0.36,-0.40
NGC_2451A.csv,M52,13.3,28.4,36.1,0.51,-0.18,-0.14
NGC_2451A.csv,M53,-40.8,4.3,3.6,-0.11,-0.42,-0.42
NGC_2451A.csv,M54,21.8,32.7,45.0,0.58,-0.17,-0.17
NGC_2451A.csv,M55,-38.1,4.3,4.1,-0.08,-0.36,-0.41
IC_2602.csv,M56,-2.3,19.9,28.1,0.60,-0.21,-0.14
IC_2602.csv,M57,-135.0,3.4,1.5,-2.90,-0.63,-0.49
UPK_545.csv,M56,23.0,39.4,46.7,0.83,0.00,-0.03
UPK_545.csv,M57,-116.7,2.0,6.7,-0.70,-0.15,-0.18
Collinder_132.csv,M56,-12.8,48.4,50.0,0.56,0.06,0.01
Collinder_132.csv,M57,-186.0,22.6,25.0,-0.47,0.05,-0.02
RSG_8.csv,M56,30.0,68.2,67.1,0.19,0.25,0.05
RSG_8.csv,M57,-59.4,63.6,62.2,-0.59,0.21,0.03
UPK_495.csv,M56,5.1,38.5,76.9,0.46,0.11,0.03
UPK_495.csv,M57,-141.0,19.2,38.5,-0.63,0.10,-0.02
UPK_585.csv,M56,21.4,27.3,33.3,0.20,0.08,0.02
UPK_585.csv,M57,-67.9,22.7,33.3,-0.73,0.04,-0.02
UBC_8.csv,M56,-13.6,38.1,36.8,0.44,-0.13,-0.10
UBC_8.csv,M57,-164.1,0.0,0.0,-0.26,-0.21,-0.14
UPK_442.csv,M56,-13.0,50.0,41.7,0.50,-0.00,-0.02
UPK_442.csv,M57,-168.5,0.0,8.3,-0.31,-0.03,-0.03
Gulliver_9.csv,M56,53.6,61.4,62.9,0.55,0.15,-0.00
Gulliver_9.csv,M57,-30.6,19.8,19.2,-0.23,0.11,-0.08
UPK_552.csv,M56,34.1,44.8,53.3,0.52,0.01,-0.01
UPK_552.csv,M57,-84.1,10.3,0.0,-0.39,-0.18,-0.20
Alessi_2.csv,M56,35.8,52.3,58.3,0.52,0.02,0.00
Alessi_2.csv,M57,-66.7,1.8,8.3,-0.26,-0.01,-0.04
UPK_230.csv,M56,-25.0,16.7,10.0,0.09,-0.03,-0.05
UPK_230.csv,M57,-239.3,11.1,0.0,-0.77,-0.13,-0.10
Stock_2.csv,M56,33.0,42.1,50.4,0.64,0.14,-0.05
Stock_2.csv,M57,-22.5,3.9,6.2,-0.03,-0.04,-0.10
COIN-Gaia_13.csv,M56,22.3,51.6,48.6,0.58,-0.04,-0.02
COIN-Gaia_13.csv,M57,-116.2,3.2,2.9,-0.42,-0.06,-0.03
ASCC_41.csv,M56,42.3,47.9,51.9,0.55,-0.02,0.02
ASCC_41.csv,M57,-43.1,5.6,5.8,-0.12,-0.28,-0.15
UBC_31.csv,M56,-1037.0,36.8,25.0,-0.40,-0.56,-0.23
UBC_31.csv,M57,-1653.4,10.5,12.5,-0.96,-0.58,-0.23
NGC_1039.csv,M56,38.4,51.9,59.5,0.40,0.03,0.01
NGC_1039.csv,M57,-16.8,14.6,16.8,0.13,0.04,-0.01
ASCC_127.csv,M56,21.4,37.5,24.6,0.16,0.11,0.01
ASCC_127.csv,M57,-102.6,12.5,4.3,-0.64,0.00,-0.04
NGC_2451A.csv,M56,29.3,38.9,50.9,0.63,-0.14,-0.10
NGC_2451A.csv,M57,-36.9,4.9,4.7,-0.05,-0.37,-0.42
IC_2602.csv,M58,-14.5,17.0,14.1,-2.26,0.08,-0.24
IC_2602.csv,M59,-171.1,3.4,1.5,-3.75,-0.69,-0.57
IC_2602.csv,M60,23.8,36.4,37.0,-1.79,0.25,-0.07
IC_2602.csv,M61,-162.4,3.4,1.5,-3.70,-0.65,-0.56
IC_2602.csv,M62,53.7,59.7,61.5,-1.12,0.40,0.01
IC_2602.csv,M63,-164.6,3.4,1.5,-3.71,-0.65,-0.57
UPK_545.csv,M58,0.0,21.2,26.7,-0.29,0.09,-0.05
UPK_545.csv,M59,-111.5,2.0,6.7,-0.76,-0.13,-0.17
UPK_545.csv,M60,32.2,40.4,45.3,0.00,0.16,0.01
UPK_545.csv,M61,-128.7,2.0,5.3,-0.83,-0.16,-0.19
UPK_545.csv,M62,54.0,56.6,60.0,0.38,0.20,0.04
UPK_545.csv,M63,-122.4,2.0,6.7,-0.82,-0.15,-0.18
Collinder_132.csv,M58,-39.5,48.4,41.7,-0.42,0.13,0.01
Collinder_132.csv,M59,-194.2,22.6,25.0,-0.48,0.05,-0.02
Collinder_132.csv,M60,5.8,56.5,45.8,-0.33,0.14,0.03
Collinder_132.csv,M61,-175.6,25.8,25.0,-0.48,0.06,-0.01
Collinder_132.csv,M62,36.0,66.1,62.5,-0.20,0.17,0.04
Collinder_132.csv,M63,-188.4,22.6,20.8,-0.47,0.05,-0.02
RSG_8.csv,M58,24.7,72.7,73.2,-0.42,0.30,0.06
RSG_8.csv,M59,-66.5,63.6,62.2,-0.63,0.19,0.03
RSG_8.csv,M60,55.9,77.3,81.7,-0.37,0.34,0.09
RSG_8.csv,M61,-55.9,63.6,62.2,-0.63,0.21,0.03
RSG_8.csv,M62,72.9,78.4,86.6,-0.15,0.36,0.10
RSG_8.csv,M63,-67.1,63.6,62.2,-0.64,0.20,0.03
UPK_495.csv,M58,2.6,46.2,76.9,-0.48,0.18,0.03
UPK_495.csv,M59,-48.7,38.5,69.2,-0.60,0.14,-0.01
UPK_495.csv,M60,23.1,53.8,92.3,-0.34,0.20,0.04
UPK_495.csv,M61,-87.2,30.8,53.8,-0.57,0.12,-0.02
UPK_495.csv,M62,61.5,69.2,100.0,-0.14,0.20,0.09
UPK_495.csv,M63,-135.9,23.1,38.5,-0.61,0.10,-0.02
UPK_585.csv,M58,39.3,40.9,83.3,-0.46,0.10,0.02
UPK_585.csv,M59,-42.9,22.7,33.3,-0.74,0.06,-0.02
UPK_585.csv,M60,50.0,50.0,83.3,-0.33,0.10,0.02
UPK_585.csv,M61,-64.3,22.7,33.3,-0.72,0.04,-0.03
UPK_585.csv,M62,53.6,54.5,83.3,-0.34,0.12,0.02
UPK_585.csv,M63,-35.7,27.3,33.3,-0.76,0.07,-0.02
UBC_8.csv,M58,-56.3,4.8,15.8,-0.16,0.01,-0.05
UBC_8.csv,M59,-143.7,0.0,5.3,-0.32,-0.15,-0.12
UBC_8.csv,M60,-18.4,19.0,26.3,-0.07,0.04,-0.03
UBC_8.csv,M61,-122.3,0.0,5.3,-0.29,-0.10,-0.11
UBC_8.csv,M62,17.5,36.9,47.4,-0.08,0.07,-0.02
UBC_8.csv,M63,-105.8,0.0,5.3,-0.27,-0.06,-0.10
UPK_442.csv,M58,-25.9,26.2,41.7,-0.04,0.06,0.02
UPK_442.csv,M59,-166.7,0.0,8.3,-0.31,-0.03,-0.03
UPK_442.csv,M60,1.9,35.7,41.7,0.03,0.07,0.03
UPK_442.csv,M61,-177.8,0.0,8.3,-0.32,-0.03,-0.03
UPK_442.csv,M62,38.9,57.1,50.0,0.02,0.09,0.04
UPK_442.csv,M63,-172.2,0.0,8.3,-0.33,-0.03,-0.03
Gulliver_9.csv,M58,35.3,50.5,50.3,-0.06,0.22,0.00
Gulliver_9.csv,M59,-33.7,22.8,19.9,-0.34,0.12,-0.09
Gulliver_9.csv,M60,52.0,64.4,59.6,-0.01,0.25,0.02
Gulliver_9.csv,M61,-34.5,21.8,21.2,-0.34,0.12,-0.08
Gulliver_9.csv,M62,71.8,73.3,78.1,0.08,0.27,0.03
Gulliver_9.csv,M63,-46.8,18.8,17.2,-0.38,0.10,-0.10
UPK_552.csv,M58,13.6,31.0,40.0,-0.13,0.14,-0.02
UPK_552.csv,M59,-61.4,10.3,0.0,-0.38,-0.11,-0.15
UPK_552.csv,M60,43.2,44.8,53.3,0.25,0.21,0.05
UPK_552.csv,M61,-61.4,10.3,0.0,-0.35,-0.10,-0.16
UPK_552.csv,M62,59.1,62.1,66.7,0.41,0.26,0.04
UPK_552.csv,M63,-54.5,10.3,0.0,-0.34,-0.06,-0.13
Alessi_2.csv,M58,8.8,20.7,39.6,-0.03,0.07,0.02
Alessi_2.csv,M59,-73.6,1.8,8.3,-0.33,-0.01,-0.05
Alessi_2.csv,M60,37.1,36.0,66.7,0.03,0.08,0.03
Alessi_2.csv,M61,-78.0,1.8,8.3,-0.33,-0.02,-0.05
Alessi_2.csv,M62,62.3,53.2,89.6,0.03,0.10,0.04
Alessi_2.csv,M63,-73.6,1.8,8.3,-0.33,-0.01,-0.05
UPK_230.csv,M58,-67.9,11.1,10.0,-0.59,-0.02,-0.01
UPK_230.csv,M59,-250.0,11.1,0.0,-0.78,-0.14,-0.10
UPK_230.csv,M60,-14.3,22.2,30.0,-0.36,0.03,0.01
UPK_230.csv,M61,-246.4,11.1,0.0,-0.78,-0.14,-0.10
UPK_230.csv,M62,21.4,22.2,50.0,-0.18,0.07,0.02
UPK_230.csv,M63,-225.0,11.1,0.0,-0.76,-0.11,-0.10
Stock_2.csv,M58,27.3,39.9,43.2,-0.28,0.30,-0.06
Stock_2.csv,M59,-42.2,6.8,6.4,-0.99,-0.02,-0.17
Stock_2.csv,M60,53.5,57.2,64.8,-0.00,0.40,-0.02
Stock_2.csv,M61,-32.9,9.5,8.5,-0.89,0.03,-0.15
Stock_2.csv,M62,71.4,72.5,79.7,0.18,0.47,-0.00
Stock_2.csv,M63,-27.6,10.9,10.8,-0.82,0.05,-0.14
COIN-Gaia_13.csv,M58,-20.8,15.8,31.4,-0.30,0.04,0.04
COIN-Gaia_13.csv,M59,-107.7,3.2,5.7,-0.39,-0.05,-0.02
COIN-Gaia_13.csv,M60,13.1,33.7,40.0,-0.14,0.06,0.04
COIN-Gaia_13.csv,M61,-102.3,3.2,5.7,-0.39,-0.04,-0.02
COIN-Gaia_13.csv,M62,42.3,47.4,68.6,-0.06,0.08,0.05
COIN-Gaia_13.csv,M63,-101.5,3.2,5.7,-0.40,-0.04,-0.02
ASCC_41.csv,M58,9.8,22.5,11.5,0.08,0.10,0.01
ASCC_41.csv,M59,-18.7,5.6,5.8,-0.06,-0.01,-0.06
ASCC_41.csv,M60,34.1,42.3,38.5,0.23,0.15,0.03
ASCC_41.csv,M61,-10.6,8.5,5.8,-0.05,0.03,-0.03
ASCC_41.csv,M62,52.0,53.5,59.6,0.31,0.18,0.04
ASCC_41.csv,M63,-8.1,9.9,5.8,-0.06,0.05,-0.03
UBC_31.csv,M58,-672.6,10.5,12.5,-0.67,-0.11,-0.12
UBC_31.csv,M59,-1491.8,10.5,12.5,-0.97,-0.51,-0.21
UBC_31.csv,M60,-435.6,17.5,12.5,-0.52,-0.02,-0.08
UBC_31.csv,M61,-1417.8,10.5,12.5,-0.95,-0.47,-0.21
UBC_31.csv,M62,-237.0,26.3,25.0,-0.37,0.06,-0.06
UBC_31.csv,M63,-1356.2,10.5,12.5,-0.93,-0.44,-0.20
NGC_1039.csv,M58,11.4,30.5,34.1,-0.13,0.16,0.03
NGC_1039.csv,M59,-35.0,10.3,9.7,-0.26,0.06,-0.04
NGC_1039.csv,M60,37.7,45.9,54.1,-0.06,0.20,0.05
NGC_1039.csv,M61,-28.3,12.7,11.4,-0.23,0.08,-0.03
NGC_1039.csv,M62,59.1,63.2,71.4,-0.09,0.23,0.05
NGC_1039.csv,M63,-24.3,14.3,13.5,-0.20,0.08,-0.02
ASCC_127.csv,M58,0.9,31.2,33.3,-0.32,0.16,0.01
ASCC_127.csv,M59,-103.4,14.6,4.3,-0.67,-0.00,-0.04
ASCC_127.csv,M60,37.6,50.0,59.4,-0.29,0.20,0.02
ASCC_127.csv,M61,-99.1,14.6,4.3,-0.67,0.01,-0.03
ASCC_127.csv,M62,60.7,64.6,76.8,-0.19,0.24,0.03
ASCC_127.csv,M63,-101.7,14.6,4.3,-0.67,0.00,-0.03
NGC_2451A.csv,M58,26.9,32.1,34.3,0.15,0.36,-0.01
NGC_2451A.csv,M59,-15.7,6.8,5.3,-0.09,0.05,-0.14
NGC_2451A.csv,M60,57.7,59.9,58.6,0.22,0.53,0.03
NGC_2451A.csv,M61,-7.6,10.5,9.5,-0.03,0.11,-0.12
NGC_2451A.csv,M62,75.5,77.8,75.1,0.28,0.62,0.04
NGC_2451A.csv,M63,1.8,16.7,14.8,0.02,0.20,-0.09
IC_2602.csv,M64,70.1,72.7,72.6,-0.46,0.54,0.04
UPK_545.csv,M64,66.1,67.7,69.3,0.45,0.23,0.05
Collinder_132.csv,M64,52.3,71.0,79.2,-0.24,0.18,0.04
RSG_8.csv,M64,82.4,86.4,92.7,-0.11,0.38,0.12
UPK_495.csv,M64,61.5,69.2,100.0,0.03,0.20,0.09
UPK_585.csv,M64,85.7,81.8,100.0,0.19,0.13,0.07
UBC_8.csv,M64,43.7,52.4,63.2,-0.14,0.09,-0.01
UPK_442.csv,M64,57.4,64.3,58.3,0.09,0.10,0.05
Gulliver_9.csv,M64,81.0,81.2,84.8,0.14,0.29,0.04
UPK_552.csv,M64,75.0,72.4,86.7,0.47,0.28,0.06
Alessi_2.csv,M64,73.6,65.8,93.8,0.14,0.11,0.05
UPK_230.csv,M64,53.6,44.4,80.0,0.08,0.10,0.02
Stock_2.csv,M64,81.5,82.8,85.3,0.29,0.52,0.02
COIN-Gaia_13.csv,M64,61.5,61.1,82.9,0.11,0.10,0.06
ASCC_41.csv,M64,65.9,66.2,73.1,0.28,0.21,0.04
UBC_31.csv,M64,-137.0,33.3,43.8,-0.36,0.09,-0.03
NGC_1039.csv,M64,74.8,75.4,83.2,-0.12,0.26,0.06
ASCC_127.csv,M64,73.5,72.9,82.6,-0.13,0.26,0.03
NGC_2451A.csv,M64,84.3,84.0,85.8,0.30,0.68,0.05
IC_2602.csv,M65,-157.9,3.4,1.5,-3.70,-0.62,-0.56
UPK_545.csv,M65,-121.8,2.0,5.3,-0.80,-0.15,-0.18
Collinder_132.csv,M65,-189.5,22.6,20.8,-0.47,0.05,-0.02
RSG_8.csv,M65,-71.2,63.6,62.2,-0.65,0.19,0.03
UPK_495.csv,M65,-117.9,23.1,46.2,-0.60,0.11,-0.02
UPK_585.csv,M65,64.3,63.6,100.0,-0.43,0.08,0.02
UBC_8.csv,M65,-97.1,1.2,5.3,-0.24,-0.05,-0.09
UPK_442.csv,M65,-185.2,0.0,8.3,-0.32,-0.04,-0.03
Gulliver_9.csv,M65,-42.1,18.8,18.5,-0.35,0.10,-0.09
UPK_552.csv,M65,-47.7,10.3,0.0,-0.28,-0.05,-0.12
Alessi_2.csv,M65,-73.6,1.8,8.3,-0.33,-0.01,-0.05
UPK_230.csv,M65,-217.9,11.1,0.0,-0.73,-0.11,-0.10
Stock_2.csv,M65,-22.8,12.8,12.1,-0.74,0.08,-0.14
COIN-Gaia_13.csv,M65,-92.3,3.2,8.6,-0.39,-0.04,-0.00
ASCC_41.csv,M65,-5.7,12.7,7.7,-0.05,0.06,-0.03
UBC_31.csv,M65,-1391.8,10.5,12.5,-0.94,-0.46,-0.21
NGC_1039.csv,M65,-20.9,15.1,16.2,-0.19,0.09,-0.01
ASCC_127.csv,M65,-97.4,14.6,5.8,-0.67,0.01,-0.03
NGC_2451A.csv,M65,10.0,22.2,17.2,0.10,0.25,-0.04